Entity,Code,Year,consumption_per_capita,production_per_capita
Spain,ESP,1997,34,31.7
Spain,ESP,1998,37.4,33.9
Spain,ESP,1999,39.5,35.4
Spain,ESP,2000,41.5,36.8
Spain,ESP,2001,41.2,36.7
Spain,ESP,2002,42.7,38
Spain,ESP,2003,43.5,38
Spain,ESP,2004,45.4,38.7
Spain,ESP,2005,47.3,39.9
Spain,ESP,2006,46.9,39
Spain,ESP,2007,46.8,38
Spain,ESP,2008,45.3,37.3
Spain,ESP,2009,38.7,33.7
Spain,ESP,2010,37.7,33.6
Spain,ESP,2011,35.6,32.5
Spain,ESP,2012,30.1,28.9
Spain,ESP,2013,27.5,26.5
Spain,ESP,2014,30.4,28.5
Spain,ESP,2015,31.3,29.8
Spain,ESP,2016,30.7,29.8
Spain,ESP,2017,31.8,31.4
Spain,ESP,2018,34.8,33.1
Spain,ESP,2019,33.2,32.4
Spain,ESP,2020,33.8,32.8
Sweden,SWE,1995,65,63.7
Sweden,SWE,1996,66.4,67.2
Sweden,SWE,1997,65.6,65.4
Sweden,SWE,1998,70.6,67.9
Sweden,SWE,1999,67.7,64.6
Sweden,SWE,2000,69.6,62.5
Sweden,SWE,2001,68.7,65.1
Sweden,SWE,2002,64.3,63.8
Sweden,SWE,2003,69.3,67.5
Sweden,SWE,2004,67.7,66.9
Sweden,SWE,2005,67.7,64.9
Sweden,SWE,2006,61.6,60.3
Sweden,SWE,2007,64.4,60.1
Sweden,SWE,2008,65.3,61.5
Sweden,SWE,2009,56.3,55.4
Sweden,SWE,2010,60.5,57.8
Sweden,SWE,2011,63.3,57.8
Sweden,SWE,2012,61.4,57.2
Sweden,SWE,2013,62.9,58.3
Sweden,SWE,2014,60.8,56.8
Sweden,SWE,2015,59.1,56
Sweden,SWE,2016,58.7,55.6
Sweden,SWE,2017,59.7,58
Sweden,SWE,2018,59.9,57.9
Sweden,SWE,2019,57,56.9
Sweden,SWE,2020,57.3,57.1
Switzerland,CHE,1995,72.7,46
Switzerland,CHE,1996,72.2,47.5
Switzerland,CHE,1997,73.7,48
Switzerland,CHE,1998,75.1,49.2
Switzerland,CHE,1999,73.6,48.1
Switzerland,CHE,2000,71.4,47.8
Switzerland,CHE,2001,70.6,47.8
Switzerland,CHE,2002,71.6,47
Switzerland,CHE,2003,69.7,47.2
Switzerland,CHE,2004,66.9,48
Switzerland,CHE,2005,70.6,46.2
Switzerland,CHE,2006,67.3,45.6
Switzerland,CHE,2007,60.4,41.2
Switzerland,CHE,2008,64.7,43.3
Switzerland,CHE,2009,63.8,43.5
Switzerland,CHE,2010,66,41
Switzerland,CHE,2011,71.9,39.3
Switzerland,CHE,2012,68.2,39.8
Switzerland,CHE,2013,70.4,40.4
Switzerland,CHE,2014,60.7,38.1
Switzerland,CHE,2015,61.5,36.8
Switzerland,CHE,2016,59.2,33.7
Switzerland,CHE,2017,54.3,32.9
Switzerland,CHE,2018,53.2,32.1
Switzerland,CHE,2019,54.2,32.6
Switzerland,CHE,2020,53.4,31.8
Turkey,TUR,1995,13.5,12.4
Turkey,TUR,1996,17.2,13.3
Turkey,TUR,1997,15.8,13.6
Turkey,TUR,1998,16,13.7
Turkey,TUR,1999,15.4,13.2
Turkey,TUR,2000,16.7,14.1
Turkey,TUR,2001,13.2,12.8
Turkey,TUR,2002,14.5,13.3
Turkey,TUR,2003,16.3,14
Turkey,TUR,2004,17.1,14.1
Turkey,TUR,2005,18.5,14.8
Turkey,TUR,2006,20,16.1
Turkey,TUR,2007,21.7,17.2
Turkey,TUR,2008,21.2,16.9
Turkey,TUR,2009,18.9,16.5
Turkey,TUR,2010,21.1,17.3
Turkey,TUR,2011,22.6,18
Turkey,TUR,2012,22.6,18.6
Turkey,TUR,2013,22.4,18
Turkey,TUR,2014,22,18.2
Turkey,TUR,2015,22.9,19.5
Turkey,TUR,2016,21.6,19
Turkey,TUR,2017,21.7,18.5
Turkey,TUR,2018,18.4,16.5
Turkey,TUR,2019,18.3,17
Turkey,TUR,2020,20.5,18.6
United Kingdom,GBR,1995,49.2,42.3
United Kingdom,GBR,1996,51.4,44.7
United Kingdom,GBR,1997,52.7,44.8
United Kingdom,GBR,1998,54.7,45.2
United Kingdom,GBR,1999,53.6,43.9
United Kingdom,GBR,2000,55,44.2
United Kingdom,GBR,2001,55.3,44
United Kingdom,GBR,2002,54,42.2
United Kingdom,GBR,2003,55.9,43.1
United Kingdom,GBR,2004,58.6,44.8
United Kingdom,GBR,2005,57.8,44.2
United Kingdom,GBR,2006,56.7,42.1
United Kingdom,GBR,2007,53.2,38.8
United Kingdom,GBR,2008,50.9,38.8
United Kingdom,GBR,2009,44.8,36.7
United Kingdom,GBR,2010,46.6,37.1
United Kingdom,GBR,2011,43.5,34
United Kingdom,GBR,2012,46.7,37.9
United Kingdom,GBR,2013,46.3,37.8
United Kingdom,GBR,2014,47.7,37.4
United Kingdom,GBR,2015,50.2,39.1
United Kingdom,GBR,2016,43.1,34
United Kingdom,GBR,2017,41.2,32.7
United Kingdom,GBR,2018,44.4,35.4
United Kingdom,GBR,2019,45.2,36.1
United Kingdom,GBR,2020,45.8,36.4
United States,USA,1995,93.9,90.2
United States,USA,1996,95.2,91.4
United States,USA,1997,94.8,90.8
United States,USA,1998,99.1,92
United States,USA,1999,98.8,91.2
United States,USA,2000,101.125,91.9
United States,USA,2001,103.078,93.5
United States,USA,2002,101.412,90.2
United States,USA,2003,101.261,90
United States,USA,2004,103.176,91.2
United States,USA,2005,104.512,91
United States,USA,2006,104.364,90.7
United States,USA,2007,100.994,89.5
United States,USA,2008,97.1,87.1
United States,USA,2009,92.1,83.7
United States,USA,2010,91,83.1
United States,USA,2011,89.7,82.1
United States,USA,2012,87,79.9
United States,USA,2013,85.6,78.6
United States,USA,2014,89.4,81.4
United States,USA,2015,91,80.7
United States,USA,2016,86.6,77.3
United States,USA,2017,91.7,81.8
United States,USA,2018,92.3,81.7
United States,USA,2019,95.8,85.7
United States,USA,2020,97.3,86.7
